,PLAYER,POSITION,RACE,TEAM,GP,MPG,PF,PFPG,PFP48M,FLAG,TECH,Rk,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1,Aaron Brooks, G,1,IND,65,13.8,93,1.4,5,1,5,58,PG,32,IND,65,894,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,-0.2,0.5,0.3,0.016,-2.1,-2.5,-4.6,-0.6
2,Aaron Gordon,F,0,ORL,80,28.7,172,2.2,3.6,0,1,157,SF,21,ORL,80,2298,14.5,0.53,0.309,0.251,5.3,14.1,9.6,10.5,1.4,1.4,8.5,20.1,2,1.7,3.7,0.077,-0.2,-0.4,-0.7,0.8
3,Aaron Harrison, G,1,CHA,5,3.4,2,0.4,5.6,0,0,181,SG,22,CHO,5,17,-2.2,0.102,0.5,0.5,0,19.5,9.7,22.6,0,0,0,12.9,-0.1,0,-0.1,-0.146,-9.6,-2.1,-11.6,0
4,Adreian Payne,F,1,MIN,18,7.5,32,1.8,11.4,1,1,352,PF,25,MIN,18,135,14.4,0.505,0.278,0.352,7.7,21,14.3,8,3,4.4,11.4,23.1,0,0.2,0.2,0.086,-2.2,0.7,-1.5,0
5,Al Jefferson, C,1,IND,66,14.1,125,1.9,6.4,0,0,221,C,32,IND,66,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11,1,1.5,6.1,26.1,1.2,1.1,2.3,0.119,-1.5,-1.5,-3.1,-0.2
6,Alan Anderson,G,1,LAC,30,10.3,35,1.2,5.5,0,0,12,SF,34,LAC,30,308,5,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0,7.4,13.7,0,0.1,0.1,0.02,-2.6,-2.3,-4.9,-0.2
7,Alan Williams,F,1,PHX,47,15.1,125,2.7,8.5,2,2,464,C,24,PHO,47,708,19.5,0.547,0.004,0.419,14,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-1.8,0.1,-1.7,0.1
8,Alec Burks,G,1,UTAH,42,15.5,50,1.2,3.7,0,0,65,SG,25,UTA,42,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-4.2,-0.4
9,Alex Abrines,G,0,OKC,68,15.5,114,1.7,5.2,0,0,1,SG,23,OKC,68,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-0.3,-2.2,-2.5,-0.1
10,Alex Len,C,0,PHX,77,20.3,242,3.1,7.4,0,4,260,C,23,PHO,77,1560,15,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3,0.091,-3,1.3,-1.7,0.1
11,Alex Poythress,F,1,PHI,6,26.2,14,2.3,4.3,0,0,366,PF,23,PHI,6,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,-2.5,0
12,Alexis Ajinca, C,1,NO,39,15,77,2,6.3,0,1,5,C,28,NOP,39,584,12.9,0.529,0.022,0.225,8.3,23.8,16,3.1,1.7,3.1,13.7,17.2,0,0.9,1,0.08,-5.1,1,-4.1,-0.3
13,Allen Crabbe,G,1,POR,79,28.5,171,2.2,3.6,0,0,92,SG,24,POR,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1,4.2,0.089,0.3,-1.3,-1,0.6
14,Alonzo Gee,F,1,DEN,13,6.8,14,1.1,7.6,0,0,149,SF,29,DEN,13,89,3.1,0.306,0.214,0.643,5,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1,-4.6,-0.1
15,Amir Johnson, C,1,BOS,80,20.1,211,2.6,6.3,2,1,226,PF,29,BOS,80,1608,15,0.628,0.178,0.27,8.3,17,12.7,13,1.6,3.2,15.7,13.6,2.9,2.1,5,0.149,-0.2,2.4,2.2,1.7
16,Anderson Varejao, C,0,GS,14,6.6,16,1.1,8.3,0,0,443,C,34,GSW,14,92,9.4,0.478,0,0.786,15.3,16.8,16.1,13,1.6,2.6,29.8,12.6,0,0.1,0.2,0.097,-3.2,2.5,-0.6,0
17,Andre Drummond, C,1,DET,81,29.7,237,2.9,4.7,3,2,115,C,23,DET,81,2409,20.9,0.518,0.008,0.39,15.1,36.2,25.2,6,2.6,3.1,12.5,22.4,1.4,5.3,6.7,0.133,-2.1,2.9,0.9,1.8
18,Andre Roberson,G,1,OKC,79,30.1,204,2.6,4.1,0,1,377,SF,25,OKC,79,2376,9.6,0.51,0.397,0.24,4.6,14.2,9.4,4.6,1.9,2.7,9.1,10.1,1.1,3.1,4.2,0.085,-2.1,2.1,0,1.2
19,Andrew Bogut, C,0,CLE/DAL,27,21.6,86,3.2,7.1,3,2,51,C,32,TOT,27,583,9.3,0.46,0.012,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,-0.3,1,0.7,0.055,-5.6,5.3,-0.3,0.3
20,Andrew Harrison,G,1,MEM,72,20.5,194,2.7,6.3,1,2,182,PG,22,MEM,72,1474,8.7,0.477,0.433,0.539,1.7,9,5.3,20,1.9,1.4,16,16.4,0,1.5,1.6,0.051,-2.4,0,-2.4,-0.2
21,Andrew Nicholson,F,1,BKN/WSH,38,9,55,1.4,7.7,0,1,327,PF,27,TOT,38,342,5.9,0.427,0.243,0.126,4.9,14.6,9.8,4.1,2.3,1.5,12.7,17,-0.5,0.4,-0.1,-0.019,-5.9,-0.5,-6.4,-0.4
22,Anthony Bennett,F,1,BKN,23,11.5,18,0.8,3.3,0,0,42,PF,23,BRK,23,264,14.7,0.533,0.522,0.391,10.2,21,15.6,7.1,0.9,0.9,10,19.4,0.3,0.2,0.5,0.09,-0.8,-2.2,-3,-0.1
23,Anthony Brown, F,NA,MIN,1,4,0,0,0,0,0,59,SF,24,TOT,11,159,7.2,0.43,0.54,0,5.3,16.9,11,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-3.8,-0.2,-4,-0.1
24,Anthony Brown, F,1,NO/ORL,11,14.5,15,1.4,4.5,0,0,59,SF,24,TOT,11,159,7.2,0.43,0.54,0,5.3,16.9,11,7.6,1.5,0.5,10.7,15.6,-0.2,0.2,0,0.001,-3.8,-0.2,-4,-0.1
25,Anthony Tolliver,F,1,SAC,65,22.7,109,1.7,3.5,0,0,431,PF,31,SAC,65,1477,11.1,0.595,0.655,0.234,4,14.4,9.3,7.7,1.2,1.2,12.6,13.6,1.5,0.8,2.3,0.075,0.2,-0.7,-0.4,0.6
26,Arinze Onuaku,F,1,ORL,8,3.5,3,0.4,5.1,0,0,341,C,29,ORL,8,28,5.8,0.5,0,0,7.6,16,11.7,9.9,0,2.9,33.3,9.4,0,0,0,-0.005,-6.5,0.7,-5.9,0
27,Aron Baynes,F,0,DET,75,15.5,166,2.2,6.9,0,0,34,C,30,DET,75,1163,13.1,0.57,0,0.337,10,21.6,15.6,3.9,0.7,2.8,13.5,14.1,1.4,1.5,3,0.123,-2.9,1.1,-1.8,0.1
28,Arron Afflalo,G,1,SAC,61,25.9,104,1.7,3.2,1,0,4,SG,31,SAC,61,1580,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-1.4,-2.1,-3.5,-0.6
29,Austin Rivers,G,1,LAC,74,27.8,187,2.5,4.4,0,5,376,SG,24,LAC,74,2054,11.4,0.545,0.409,0.261,1.1,7.5,4.4,15,1.2,0.4,12.4,20.3,1.2,1.3,2.5,0.059,-0.1,-1.5,-1.6,0.2
30,Avery Bradley,G,1,BOS,55,33.4,141,2.6,3.7,0,1,55,SG,26,BOS,55,1835,14.4,0.548,0.357,0.12,4,16.2,10.1,11,1.8,0.5,9.7,21.9,1.1,2,3.1,0.081,-0.2,-0.4,-0.5,0.7
31,Axel Toupane,G,1,NO/MIL,4,11.8,6,1.5,6.1,0,0,432,SF,24,TOT,4,47,6.2,0.611,0.444,0,0,2.3,1.1,0,1,1.7,0,8.5,0,0,0.1,0.061,-2.8,-1,-3.8,0
32,Ben Bentil,F,1,DAL,3,3.3,1,0.3,4.8,0,0,43,PF,21,DAL,3,10,-17.6,0,0.333,0,0,24.4,11.6,0,0,0,25,18.9,-0.1,0,-0.1,-0.473,-22.4,-4.5,-26.9,-0.1
33,Ben McLemore,G,1,SAC,61,19.3,108,1.8,4.4,0,0,295,SG,23,SAC,61,1176,9.8,0.538,0.406,0.222,1.9,10.7,6.3,6.9,1.2,0.5,11.9,20.1,-0.1,0.5,0.4,0.015,-2.2,-2.7,-4.9,-0.9
34,Bismack Biyombo, C,1,ORL,81,22.1,202,2.5,5.4,1,3,46,C,24,ORL,81,1793,12.2,0.546,0,0.69,9.3,25.6,17.2,6,0.7,4.1,17.7,13.2,0.8,2.1,2.9,0.077,-4.2,2,-2.2,-0.1
35,Blake Griffin,F,0,LAC,61,34,157,2.6,3.6,2,4,168,PF,27,LAC,61,2076,22.6,0.569,0.116,0.434,6.2,20.2,13.4,24.5,1.4,0.9,10.9,28,5.4,2.4,7.7,0.179,3.2,1.3,4.4,3.4
36,Boban Marjanovic, C,0,DET,35,8.4,25,0.7,4.1,0,0,282,C,28,DET,35,293,29.6,0.606,0,0.439,16.5,32.5,24.2,5.3,1,3.4,6,25.3,1.2,0.5,1.7,0.28,1,-0.9,0.1,0.2
37,Bobby Portis,F,1,CHI,64,15.6,94,1.5,4.5,0,1,362,PF,21,CHI,64,1000,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-1.6,-1.5,-3,-0.3
38,Brandan Wright, F,1,MEM,28,16,42,1.5,4.5,0,0,476,PF,29,MEM,28,447,18.5,0.628,0.007,0.259,7.7,12.4,10,6,1.3,4.3,6.2,16.3,1.1,0.5,1.6,0.177,0,1.3,1.3,0.4
39,Brandon Bass,F,1,LAC,52,11.1,45,0.9,3.7,0,0,31,PF,31,LAC,52,577,19.7,0.65,0.016,0.473,8.6,16.2,12.5,5.7,1.2,1.6,11.4,19.7,1.6,0.6,2.2,0.186,0.1,-0.8,-0.7,0.2
40,Brandon Knight,G,1,PHX,54,21.1,87,1.6,3.7,0,0,247,SG,25,PHO,54,1140,12.4,0.502,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25,0.1,0.2,0.3,0.015,-1.4,-3,-4.5,-0.7
41,Briante Weber, G,1,GS/CHA,20,10.3,16,0.8,3.7,0,0,456,PG,24,TOT,20,205,11,0.462,0.167,0.267,4.3,9.6,7,15,2.9,0.4,10.7,16.3,0,0.2,0.3,0.059,-3.2,0,-3.2,-0.1
42,Brook Lopez, C,0,BKN,75,29.6,192,2.6,4.1,0,1,271,C,28,BRK,75,2222,20.4,0.578,0.33,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,3.1,1.8,4.9,0.105,1.9,-0.4,1.5,2
43,Bruno Caboclo, F,1,TOR,9,4.4,4,0.4,4.8,0,0,67,SF,21,TOR,9,40,14.6,0.438,0.375,0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.1,0.7,0.8,0
44,Bryn Forbes,G,1,SA,36,7.9,20,0.6,3.4,0,0,137,SG,23,SAS,36,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.2,-2.8,-6,-0.3
45,C.J. Watson,G,1,ORL,62,16.3,84,1.4,4,0,0,455,PG,32,ORL,62,1012,9.3,0.507,0.423,0.266,1.7,8.1,4.8,16.1,2.1,0.2,14.5,14.1,0.2,0.6,0.9,0.041,-2.5,-1.1,-3.6,-0.4
46,Cameron Payne,G,1,CHI/OKC,31,14.9,52,1.7,5.4,0,1,353,PG,22,TOT,31,462,5.5,0.407,0.446,0.041,0.7,10.7,5.7,17.7,1.5,0.7,12.9,20.9,-0.8,0.4,-0.3,-0.035,-4.8,-2.2,-7,-0.6
47,Caris LeVert,G,1,BKN,57,21.7,91,1.6,3.5,0,0,264,SF,22,BRK,57,1237,12.3,0.556,0.484,0.245,2,13.9,8,13.7,1.9,0.5,12.3,16.6,0.8,1,1.8,0.07,-0.7,-0.4,-1.1,0.3
48,Carmelo Anthony,F,1,NY,74,34.3,198,2.7,3.7,1,8,17,SF,32,NYK,74,2538,17.9,0.535,0.303,0.263,2.6,16,9.3,14.5,1.2,1.1,9,29.1,3.2,1.5,4.7,0.089,1.5,-2.2,-0.7,0.8
49,Chandler Parsons,F,0,MEM,34,19.9,52,1.5,3.7,0,0,348,SF,28,MEM,34,675,7.7,0.436,0.419,0.194,1,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.2,0.015,-3.6,-0.5,-4.1,-0.3
50,Chasson Randle, G,1,NY/PHI,26,11.5,39,1.5,6.3,0,0,369,PG,23,TOT,26,299,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,14,19.7,0.5,0.1,0.7,0.106,0.3,-2.9,-2.6,0
51,Cheick Diallo,F,1,NO,17,11.7,17,1,4.1,0,0,109,PF,20,NOP,17,199,16.8,0.51,0,0.276,12.1,26.7,19.4,3.2,1,2.9,7.6,20.5,0.2,0.3,0.5,0.111,-4.6,-1,-5.6,-0.2
52,Chinanu Onuaku, C,1,HOU,5,10.4,6,1.2,5.5,0,0,342,C,20,HOU,5,52,12.3,0.799,0,0.571,4.2,16.8,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.123,-2.4,1.8,-0.6,0
53,Chris Andersen,F,0,CLE,12,9.5,20,1.7,8.4,0,0,11,C,38,CLE,12,114,11.6,0.497,0.136,0.636,9,20.6,15,5.9,2.2,5,15.1,13,0.1,0.2,0.2,0.102,-3.8,3,-0.9,0
54,Chris McCullough, F,1,BKN/WSH,16,5,7,0.4,4.2,0,0,290,PF,21,TOT,16,80,15.2,0.526,0.219,0.156,12.1,13.3,12.7,4.4,1.2,1.9,8.1,19.9,0.1,0.1,0.1,0.072,-1.9,-2.6,-4.6,-0.1
55,Chris Paul,G,1,LAC,61,31.5,146,2.4,3.6,2,9,351,PG,31,LAC,61,1921,26.2,0.614,0.385,0.331,2.4,15,8.9,46.8,3.1,0.3,14,24.4,7.9,2.6,10.6,0.264,7.8,1.1,8.8,5.3
56,Christian Wood,F,1,CHA,13,8.2,11,0.8,4.9,0,0,474,PF,21,CHO,13,107,15.1,0.591,0.217,0.652,14.3,15.5,14.9,2.8,1.4,4.9,19.1,15.4,0.1,0.1,0.3,0.125,-2.5,0.6,-2,0
57,CJ McCollum,G,1,POR,80,35,202,2.5,3.5,1,4,288,SG,25,POR,80,2796,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.2,-2.3,1,2.1
58,Clint Capela, C,1,HOU,65,23.9,179,2.8,5.5,1,1,71,C,22,HOU,65,1551,21.4,0.638,0,0.314,12.5,24.5,18.5,6.7,1.1,4.1,12,19.9,3.8,2.1,5.9,0.184,0,0.9,0.9,1.1
59,Cody Zeller,F,0,CHA,62,27.8,189,3,5.3,0,2,482,C,24,CHO,62,1725,16.7,0.604,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3,10.9,15.5,3.4,2.2,5.6,0.157,-0.2,2.3,2.1,1.8
60,Cole Aldrich, C,0,MIN,62,8.6,85,1.4,7.7,0,0,6,C,28,MIN,62,531,12.7,0.549,0,0.256,11,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.116,-2,2.6,0.6,0.4
61,Cristiano Felicio,F,1,CHI,66,15.8,110,1.7,5.1,0,1,133,C,24,CHI,66,1040,15.3,0.603,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,2.1,1.3,3.4,0.158,-0.6,0.6,0,0.5
62,D'Angelo Russell,G,1,LAL,63,28.7,130,2.1,3.4,0,5,389,PG,20,LAL,63,1811,15.3,0.518,0.443,0.217,1.8,11.9,6.7,26.8,2.3,0.7,15.6,26.6,0.3,1,1.3,0.033,1.1,-1.6,-0.5,0.7
63,Dahntay Jones,G,1,CLE,1,12,1,1,4,0,0,234,SF,36,CLE,1,12,14.7,0.461,0.25,0.5,9.5,8.9,9.2,14.5,0,0,9.3,39.9,0,0,0,-0.03,-3.8,-7.1,-10.9,0
64,Damian Jones, C,1,GS,10,8.5,15,1.5,8.5,0,0,235,C,21,GSW,10,85,5.3,0.466,0,0.625,12.4,17,14.8,0,0.6,3.7,22.7,13.4,-0.1,0.1,0,0.018,-7.5,-2.1,-9.6,-0.2
65,Damjan Rudez,F,0,ORL,45,7,31,0.7,4.7,0,0,387,SF,30,ORL,45,314,6.3,0.466,0.727,0,1.7,7.1,4.3,9.2,1.9,0.3,9.3,13.6,-0.1,0.2,0.1,0.008,-2.8,-1.9,-4.6,-0.2
66,Daniel Ochefu,F,1,WSH,19,3.9,17,0.9,10.9,0,0,337,C,23,WAS,19,75,6.6,0.43,0,0.074,7.6,25.4,16.5,5.8,1.3,0,9.7,18,-0.1,0.1,0,0.005,-6.5,-1.9,-8.4,-0.1
67,Danny Green,G,1,SA,68,26.6,120,1.8,3.2,0,2,163,SG,29,SAS,68,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-0.3,2.7,2.4,2
68,Dante Exum,G,1,UTAH,66,18.6,146,2.2,5.7,0,1,128,PG,21,UTA,66,1228,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,0.046,-2,-0.5,-2.5,-0.1
69,Dario Saric,F,0,PHI,81,26.3,162,2,3.7,0,2,392,PF,22,PHI,81,2129,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,1,0.023,-2,-0.2,-2.2,-0.1
70,Darrell Arthur, F,1,DEN,41,15.6,76,1.9,5.7,0,0,20,PF,28,DEN,41,639,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.3,-0.6,-0.3,0.3
71,Darrun Hilliard, G,1,DET,39,9.8,39,1,4.9,0,0,197,SG,23,DET,39,381,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027,-5,-1.1,-6.1,-0.4
72,David Nwaba,G,1,LAL,20,19.9,36,1.8,4.4,0,0,334,SG,24,LAL,20,397,12.2,0.611,0.062,0.481,4.5,13.1,8.7,5,1.6,1.4,10.1,11.8,0.6,0.2,0.8,0.091,-1.7,-0.3,-1.9,0
73,David West, F,1,GS,68,12.6,105,1.5,5.9,1,6,457,C,36,GSW,68,854,16.6,0.571,0.032,0.222,6.5,18.8,13,24.1,2.4,4.4,22,17.9,0.9,1.7,2.6,0.148,-1.7,3.9,2.2,0.9
74,Davis Bertans,F,0,SA,67,12.1,75,1.1,4.5,0,1,44,PF,24,SAS,67,808,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,0.6,1.8,0.8
75,DeAndre Jordan, C,1,LAC,81,31.7,212,2.6,4,1,14,240,C,28,LAC,81,2570,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1,4.3,13.1,15.3,7.2,4.6,11.8,0.221,1,3,4.1,3.9
76,DeAndre Liggins, G,1,CLE/DAL,62,12.5,81,1.3,5,0,1,265,SG,28,TOT,62,777,7.5,0.476,0.324,0.282,2.9,12.2,7.7,9.2,3,1.5,20.8,11.6,-0.4,0.9,0.5,0.031,-3.9,1.8,-2.1,0
77,Dejounte Murray,G,1,SA,38,8.5,29,0.8,4.3,0,0,317,PG,20,SAS,38,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0,0.004,-4.6,-0.2,-4.8,-0.2
78,Delon Wright,G,1,TOR,27,16.5,31,1.1,3.3,0,0,477,PG,24,TOR,27,446,15,0.535,0.259,0.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,0.5,0.6,1.1,0.117,-0.1,1.2,1.1,0.4
79,DeMarcus Cousins, C,1,NO/SAC,72,34.2,278,3.9,5.4,0,18,90,C,26,TOT,72,2465,25.8,0.562,0.253,0.468,7,29.2,18.2,25.8,2,3.4,13.5,36.5,3.9,3.8,7.6,0.149,3.9,2.6,6.6,5.3
80,Denzel Valentine,G,1,CHI,57,17.1,86,1.5,4.2,0,0,441,SG,23,CHI,57,976,7.3,0.492,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-2.4,-0.3,-2.7,-0.2
81,Deron Williams,G,1,CLE/DAL,64,25.9,138,2.2,4,0,3,465,PG,32,TOT,64,1657,14,0.541,0.39,0.182,0.9,9.4,5.1,35.9,1,0.4,17.6,22.1,1.5,0.9,2.4,0.069,0.2,-2.4,-2.3,-0.1
82,Derrick Favors,F,1,UTAH,50,23.7,103,2.1,4.2,1,0,131,PF,25,UTA,50,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6
83,Derrick Rose,G,NA,CLE/MIN,25,16.8,16,0.6,1.8,0,0,383,PG,28,NYK,64,2082,17,0.53,0.061,0.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3,0.068,0.2,-2.2,-1.9,0
84,Derrick Williams,F,NA,LAL,2,4.5,0,0,0,0,0,466,PF,25,TOT,50,804,10.6,0.537,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9,17.2,0.4,0.6,1.1,0.064,-2.4,-1.8,-4.2,-0.4
85,Derrick Williams,F,1,CLE/MIA,50,16.1,60,1.2,3.6,1,0,466,PF,25,TOT,50,804,10.6,0.537,0.398,0.365,2.6,15.1,8.9,5.1,0.9,0.7,9,17.2,0.4,0.6,1.1,0.064,-2.4,-1.8,-4.2,-0.4
86,Devin Booker,G,1,PHX,78,35,242,3.1,4.3,0,11,53,SG,20,PHO,78,2730,14.6,0.531,0.283,0.308,1.8,8.3,5,16.3,1.3,0.6,12.9,28.6,1.3,0.6,2,0.035,0.4,-2.7,-2.3,-0.2
87,Devin Harris,G,1,DAL,65,16.7,101,1.6,4.5,0,4,176,PG,33,DAL,65,1087,13.8,0.549,0.519,0.378,1.1,13,6.8,20,2.1,0.6,12.5,19.7,1.1,1.1,2.2,0.096,-0.1,-0.3,-0.4,0.4
88,Dewayne Dedmon, C,1,SA,76,17.5,180,2.4,6.5,0,2,103,C,27,SAS,76,1330,16,0.645,0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3,5.2,0.189,-1.6,3.2,1.7,1.2
89,Deyonta Davis, C,1,MEM,36,6.6,40,1.1,8.1,0,0,101,C,20,MEM,36,238,10.6,0.528,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1
90,Diamond Stone, C,1,LAC,7,3.4,5,0.7,10,0,1,415,C,19,LAC,7,24,-1.2,0.339,0,0.308,4.8,22.7,14,0,0,3.4,11.9,31.3,-0.1,0,-0.1,-0.211,-17.3,-6.8,-24.1,-0.1
